file_path	size_in_bytes	type	label	source_image_label	associated_annotation_method	associated_protocol
data/VPP/metadata/mdocs_modified/TS_0001.mdoc	29108					
data/VPP/metadata/mdocs_modified/TS_0002.mdoc	29223					
data/VPP/metadata/mdocs_modified/TS_0003.mdoc	29174					
data/VPP/metadata/mdocs_modified/TS_0004.mdoc	29302					
data/VPP/metadata/mdocs_modified/TS_0005.mdoc	29259					
data/VPP/metadata/mdocs_modified/TS_0006.mdoc	29216					
data/VPP/metadata/mdocs_modified/TS_0007.mdoc	23671					
data/VPP/metadata/mdocs_modified/TS_0008.mdoc	29288					
data/VPP/metadata/mdocs_modified/TS_0009.mdoc	29467					
data/VPP/metadata/mdocs_modified/TS_0010.mdoc	29103					
